type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,latitude,longitude,borough,price_per_sqft,price_range
Condo,475000,1,1,739.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5789422,-73.9632143,Brooklyn,642.76,< $500K
Townhouse,7250000,1,2,4930.0,"Manhattan, NY 10013",United States,New York,New York County,40.7168184,-74.0085588,Manhattan,1470.59,$5M–$10M
Multi-Family,1799000,11,6,5031.0,"Brooklyn, NY 11214",United States,New York,Kings County,40.608348,-73.9903259,Brooklyn,357.58,$1M–$2M
House,1500000,8,5,2184.207862,"Bronx, NY 10463",United States,New York,Bronx County,40.8838882,-73.908028,Bronx,686.75,$1M–$2M
Condo,3995000,3,4,2456.0,"New York, NY 10128",New York County,New York,Manhattan,40.7781672,-73.9489094,Manhattan,1626.63,$2M–$5M
Townhouse,2299000,7,6,2184.207862,"New York, NY 10035",United States,New York,New York County,40.8066101,-73.9390361,Manhattan,1052.56,$2M–$5M
Co-Op,3200000,3,4,1825.0,"New York, NY 10019",New York,New York County,New York,40.7703005,-73.9804715,Manhattan,1753.42,$2M–$5M
Co-Op,579000,3,2,1200.0,"Rego Park, NY 11374",New York,Queens County,Queens,40.7346339,-73.8602384,Queens,482.5,$500K–$1M
House,1175000,3,2,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,40.577735,-73.9632478,Brooklyn,537.95,$1M–$2M
Condo,648888,2,2,950.0,"Flushing, NY 11367",New York,Queens County,Queens,40.7188694,-73.8111217,Queens,683.04,$500K–$1M
Multi-Family,989000,7,5,3978.0,"Howard Beach, NY 11414",United States,New York,Queens County,40.6659011,-73.854748,Queens,248.62,$500K–$1M
Co-Op,995000,1,1,2184.207862,"Manhattan, NY 10011",New York,New York County,New York,40.7440497,-73.9980389,Manhattan,455.54,$500K–$1M
Co-Op,154900,1,1,700.0,"Bronx, NY 10468",New York,Bronx County,The Bronx,40.8646563,-73.9082145,Bronx,221.29,< $500K
Condo,399000,1,1,577.0,"Brooklyn, NY 11220",New York,Kings County,Brooklyn,40.6373585,-74.0272224,Brooklyn,691.51,< $500K
Condo,589000,3,1,415.0,"New York, NY 10036",New York,New York County,New York,40.7602412,-73.9954328,Manhattan,1419.28,$500K–$1M
Townhouse,760000,2,2,2337.0,"Staten Island, NY 10309",United States,New York,Richmond County,40.5148559,-74.2032529,Staten Island,325.2,$500K–$1M
Condo,3795000,3,3,2250.0,"New York, NY 10075",New York,New York County,New York,40.7747519,-73.9561067,Manhattan,1686.67,$2M–$5M
Co-Op,199999,3,1,471.0,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7223099,-73.84153,Queens,424.63,< $500K
Co-Op,2500000,3,2,3200.0,"Manhattan, NY 10001",New York,New York County,New York,40.7468872,-73.9910651,Manhattan,781.25,$2M–$5M
House,749999,3,2,2184.207862,"Brooklyn, NY 11203",United States,New York,Kings County,40.6485435,-73.9292272,Brooklyn,343.37,$500K–$1M
Co-Op,1595000,2,2,2184.207862,"Manhattan, NY 10025",New York,New York County,New York,40.7942107,-73.9761618,Manhattan,730.24,$1M–$2M
Co-Op,258000,3,1,500.0,"Flushing, NY 11354",New York,Queens County,Queens,40.7666016,-73.8157611,Queens,516.0,< $500K
House,685000,3,2,1280.0,"Staten Island, NY 10312",United States,New York,Richmond County,40.5491914,-74.1660279,Staten Island,535.16,$500K–$1M
Multi-Family,599000,5,2,2184.207862,"Far Rockaway, NY 11691",United States,New York,Queens County,40.607379,-73.754678,Queens,274.24,$500K–$1M
Condo,3250000,3,2,2292.0,"New York, NY 10002",New York,New York County,New York,40.7175362,-73.9899587,Manhattan,1417.98,$2M–$5M
Condo,245000,1,1,800.0,"Staten Island, NY 10301",New York,Richmond County,Staten Island,40.6189484,-74.1071576,Staten Island,306.25,< $500K
Co-Op,729000,3,2,1400.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.8924692,-73.9091145,Bronx,520.71,$500K–$1M
Multi-Family,779000,3,2,1557.0,"Bronx, NY 10461",United States,New York,Bronx County,40.8494439,-73.8515779,Bronx,500.32,$500K–$1M
Condo,1090000,3,3,1295.0,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.6260941,-73.9815074,Brooklyn,841.7,$1M–$2M
Co-Op,365000,2,1,925.0,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,40.602199,-73.9709488,Brooklyn,394.59,< $500K
Townhouse,12495000,4,4,6310.0,"New York, NY 10028",United States,New York,New York County,40.7777566,-73.9600565,Manhattan,1980.19,$10M–$50M
Condo,1990000,2,2,1309.0,"New York, NY 10011",New York,New York County,New York,40.7439229,-73.9937052,Manhattan,1520.24,$1M–$2M
Multi-Family,1200000,6,4,2808.0,"Bronx, NY 10466",United States,New York,Bronx County,40.8928243,-73.8348075,Bronx,427.35,$1M–$2M
Co-Op,473000,2,1,1000.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5782536,-73.9534785,Brooklyn,473.0,< $500K
Co-Op,2348000,3,4,2184.207862,"Manhattan, NY 10017",New York,New York County,New York,40.7526263,-73.9658766,Manhattan,1074.99,$2M–$5M
Condo,25000000,5,6,4089.0,"New York, NY 10011",New York,New York County,New York,40.7481933,-74.006941,Manhattan,6113.96,$10M–$50M
Condo,995000,1,1,2184.207862,"Manhattan, NY 10003",United States,New York,New York County,40.7344156,-73.9836325,Manhattan,455.54,$500K–$1M
Contingent,850000,8,3,1976.0,"Brooklyn, NY 11233",United States,New York,Kings County,40.6729629,-73.9207117,Brooklyn,430.16,$500K–$1M
Townhouse,2950000,4,4,2184.207862,"Brooklyn, NY 11231",United States,New York,Kings County,40.6773575,-74.0013329,Brooklyn,1350.6,$2M–$5M
Co-Op,133000,1,1,630.0,"Bronx, NY 10467",New York,Bronx County,The Bronx,40.8720291,-73.8695302,Bronx,211.11,< $500K
Multi-Family,1548000,9,4,4539.0,"Corona, NY 11368",United States,New York,Queens County,40.7534193,-73.8628811,Queens,341.04,$1M–$2M
Contingent,468000,3,1,2184.207862,"New York, NY 10023",New York,New York County,New York,40.7767637,-73.9843469,Manhattan,214.27,< $500K
Multi-Family,850000,5,3,3024.0,"Bronx, NY 10469",United States,New York,Bronx County,40.8770223,-73.8585612,Bronx,281.08,$500K–$1M
Multi-Family,995000,6,3,2125.0,"Brooklyn, NY 11214",11214,United States,New York,40.5895073,-73.9855167,Manhattan,468.24,$500K–$1M
Co-Op,2348000,3,4,2184.207862,"Manhattan, NY 10017",New York,New York County,New York,40.7526263,-73.9658766,Manhattan,1074.99,$2M–$5M
Co-Op,1850000,3,2,2184.207862,"Manhattan, NY 10010",New York,New York County,New York,40.7377082,-73.9819095,Manhattan,846.99,$1M–$2M
Condo,25000000,5,6,4089.0,"New York, NY 10011",New York,New York County,New York,40.7481933,-74.006941,Manhattan,6113.96,$10M–$50M
House,2800000,2,1,1800.0,"Staten Island, NY 10312",10312,United States,New York,40.5240723,-74.1710503,Manhattan,1555.56,$2M–$5M
Condo,4995000,3,2,2803.0,"Manhattan, NY 10011",New York,New York County,New York,40.736841,-73.99679,Manhattan,1782.02,$2M–$5M
Co-Op,398800,1,1,2184.207862,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7505816,-73.8847602,Queens,182.58,< $500K
Co-Op,142500,3,1,2184.207862,"Jamaica, NY 11432",New York,Queens County,Queens,40.7048447,-73.8022389,Queens,65.24,< $500K
House,2570000,5,2,2000.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6193875,-74.0353364,Brooklyn,1285.0,$2M–$5M
Co-Op,225000,1,1,900.0,"Bronx, NY 10467",New York,Bronx County,The Bronx,40.8574263,-73.8708848,Bronx,250.0,< $500K
Co-Op,345000,1,1,900.0,"Flushing, NY 11355",New York,Queens County,Queens,40.7606023,-73.8222658,Queens,383.33,< $500K
House,875000,5,2,1974.0,"Brooklyn, NY 11234",United States,New York,Kings County,40.6174718,-73.9231114,Brooklyn,443.26,$500K–$1M
Co-Op,694000,2,1,2184.207862,"Brooklyn, NY 11225",New York,Kings County,Brooklyn,40.6657959,-73.9527658,Brooklyn,317.74,$500K–$1M
Co-Op,495000,1,1,2184.207862,"New York, NY 10065",New York,New York County,New York,40.767256,-73.9682231,Manhattan,226.63,< $500K
Co-Op,649000,1,1,687.0,"New York, NY 10022",New York,New York County,New York,40.7571111,-73.9630783,Manhattan,944.69,$500K–$1M
Condo,659000,2,1,714.0,"Brooklyn, NY 11218",New York,Kings County,Brooklyn,40.6486309,-73.9674377,Brooklyn,922.97,$500K–$1M
Co-Op,429000,2,1,850.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6343667,-74.0311335,Brooklyn,504.71,< $500K
Multi-Family,1299999,12,6,4125.0,"Brooklyn, NY 11237",United States,New York,Kings County,40.7009355,-73.9250748,Brooklyn,315.15,$1M–$2M
Condo,368000,3,1,2184.207862,"Bayside, NY 11360",New York,Queens County,Queens,40.7781488,-73.782075,Queens,168.48,< $500K
House,758800,3,2,1633.0,"Staten Island, NY 10305",United States,New York,Richmond County,40.5910792,-74.0801059,Staten Island,464.67,$500K–$1M
Condo,1795000,2,2,1245.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.7022611,-73.9854097,Brooklyn,1441.77,$1M–$2M
Condo,21500000,5,2,4179.0,"New York, NY 10128",United States,New York,New York County,40.7847977,-73.9556597,Manhattan,5144.77,$10M–$50M
Multi-Family,1595000,5,3,2184.207862,"Woodside, NY 11377",United States,New York,Queens County,40.7435797,-73.8964717,Queens,730.24,$1M–$2M
Townhouse,6500000,7,5,2184.207862,"New York, NY 10021",United States,New York,New York County,40.7693076,-73.9621998,Manhattan,2975.91,$5M–$10M
Multi-Family,1089000,4,3,2184.207862,"Hollis, NY 11423",United States,New York,Queens County,40.7099505,-73.7626558,Queens,498.58,$1M–$2M
Condo,735000,1,1,2184.207862,"Long Island City, NY 11101",New York,Queens County,Queens,40.7491662,-73.9406038,Queens,336.51,$500K–$1M
Co-Op,350000,1,1,2184.207862,"Manhattan, NY 10033",New York,New York County,New York,40.8510315,-73.9416561,Manhattan,160.24,< $500K
Condo,780000,3,3,1236.0,"Flushing, NY 11354",United States,New York,Queens County,40.767546,-73.8314686,Queens,631.07,$500K–$1M
Co-Op,173000,3,1,500.0,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7172419,-73.8336819,Queens,346.0,< $500K
House,995000,4,2,2200.0,"Staten Island, NY 10301",United States,New York,Richmond County,40.6146934,-74.0996097,Staten Island,452.27,$500K–$1M
Multi-Family,775000,4,2,2184.207862,"Springfield Gardens, NY 11413",United States,New York,Queens County,40.656902,-73.7523889,Queens,354.82,$500K–$1M
Condo,1649000,1,1,800.0,"New York, NY 10036",New York,New York County,New York,40.7617008,-73.9996228,Manhattan,2061.25,$1M–$2M
Multi-Family,1290000,5,3,2184.207862,"Woodside, NY 11377",United States,New York,Queens County,40.7404458,-73.9008992,Queens,590.6,$1M–$2M
House,575000,3,1,1390.0,"Bronx, NY 10473",United States,New York,Bronx County,40.8069155,-73.8562067,Bronx,413.67,$500K–$1M
House,1499000,7,6,2184.207862,"College Point, NY 11356",United States,New York,Queens County,40.7952284,-73.8483228,Queens,686.29,$1M–$2M
Co-Op,800000,2,1,1200.0,"Brooklyn, NY 11204",New York,Kings County,Brooklyn,40.6072346,-73.9847935,Brooklyn,666.67,$500K–$1M
Co-Op,750000,1,1,2184.207862,"New York, NY 10016",United States,New York,New York County,40.7477728,-73.9794793,Manhattan,343.37,$500K–$1M
Condo,1750000,2,2,1320.0,"Brooklyn, NY 11231",New York,Kings County,Brooklyn,40.6774843,-74.0147997,Brooklyn,1325.76,$1M–$2M
Condo,2750000,2,2,1488.0,"Manhattan, NY 10002",New York,New York County,New York,40.7155919,-73.9912903,Manhattan,1848.12,$2M–$5M
Condo,698000,1,1,2184.207862,"Manhattan, NY 10037",New York,New York County,New York,40.8162042,-73.9383242,Manhattan,319.57,$500K–$1M
Co-Op,425000,1,1,2184.207862,"New York, NY 10065",New York,New York County,New York,40.7643711,-73.9593578,Manhattan,194.58,< $500K
Condo,26000000,5,6,4859.0,"New York, NY 10013",New York,New York County,New York,40.718295,-74.007645,Manhattan,5350.9,$10M–$50M
Condo,3999999,2,2,1997.0,"New York, NY 10001",New York,New York County,New York,40.7509451,-74.0035855,Manhattan,2003.0,$2M–$5M
Condo,2295000,3,3,1615.0,"New York, NY 10065",New York,New York County,New York,40.7641145,-73.9651826,Manhattan,1421.05,$2M–$5M
Multi-Family,689900,3,4,2448.0,"Staten Island, NY 10314",United States,New York,Richmond County,40.6210192,-74.1602713,Staten Island,281.82,$500K–$1M
House,3850000,4,4,4374.0,"Brooklyn, NY 11222",United States,New York,Kings County,40.7295332,-73.957726,Brooklyn,880.2,$2M–$5M
Co-Op,243000,2,1,965.0,"Bronx, NY 10468",New York,Bronx County,The Bronx,40.8643305,-73.9075188,Bronx,251.81,< $500K
Co-Op,1995000,4,2,2184.207862,"New York City, NY 10002",New York,New York County,New York,40.7129113,-73.9781415,Manhattan,913.37,$1M–$2M
Co-Op,250000,3,1,2184.207862,"Woodside, NY 11377",New York,Queens County,Queens,40.7593913,-73.9054195,Queens,114.46,< $500K
House,845000,4,2,2184.207862,"Hollis, NY 11423",United States,New York,Queens County,40.7108416,-73.7572751,Queens,386.87,$500K–$1M
Multi-Family,915000,8,3,1896.0,"Bronx, NY 10462",United States,New York,Bronx County,40.8329348,-73.8535075,Bronx,482.59,$500K–$1M
Condo,599888,1,1,826.0,"Queens, NY 11104",United States,New York,Queens County,40.7436341,-73.916415,Queens,726.26,$500K–$1M
Co-Op,325000,2,1,2184.207862,"Corona, NY 11368",New York,Queens County,Queens,40.7373584,-73.8574251,Queens,148.8,< $500K
Townhouse,999000,4,2,2184.207862,"Brooklyn, NY 11221",United States,New York,Kings County,40.6964448,-73.9283241,Brooklyn,457.37,$500K–$1M
Condo,688000,3,2,982.0,"Brooklyn, NY 11220",New York,Kings County,Brooklyn,40.6403284,-74.0028134,Brooklyn,700.61,$500K–$1M
House,950000,3,2,1308.0,"Bronx, NY 10468",United States,New York,Bronx County,40.8704967,-73.9011805,Bronx,726.3,$500K–$1M
Co-Op,249000,1,1,750.0,"Rego Park, NY 11374",New York,Queens County,Queens,40.7326518,-73.8546547,Queens,332.0,< $500K
Co-Op,465000,1,1,2184.207862,"New York, NY 10022",New York,New York County,New York,40.754143,-73.963502,Manhattan,212.89,< $500K
Multi-Family,2499000,7,8,3700.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6278319,-74.024872,Brooklyn,675.41,$2M–$5M
Condo,409000,1,1,559.0,"Flushing, NY 11355",New York,Queens County,Queens,40.7523131,-73.8324302,Queens,731.66,< $500K
Condo,630000,2,2,750.0,"Flushing, NY 11354",New York,Queens County,Queens,40.7627502,-73.8267096,Queens,840.0,$500K–$1M
Multi-Family,2499000,7,8,3700.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6278319,-74.024872,Brooklyn,675.41,$2M–$5M
Condo,874000,2,2,915.0,"Brooklyn, NY 11221",New York,Kings County,Brooklyn,40.694352,-73.919978,Brooklyn,955.19,$500K–$1M
Condo,4995000,4,4,2184.207862,"Manhattan, NY 10021",United States,New York,New York County,40.774136,-73.96342,Manhattan,2286.87,$2M–$5M
Co-Op,875000,2,2,2184.207862,"New York, NY 10128",New York,New York County,New York,40.7821142,-73.9544199,Manhattan,400.6,$500K–$1M
Co-Op,975000,2,2,2184.207862,"Manhattan, NY 10023",New York,New York County,New York,40.7795544,-73.9848893,Manhattan,446.39,$500K–$1M
Multi-Family,5975000,12,4,2184.207862,"Brooklyn, NY 11215",United States,New York,Kings County,40.6719889,-73.9755419,Brooklyn,2735.55,$5M–$10M
Co-Op,475000,3,1,2184.207862,"New York, NY 10031",New York,New York County,New York,40.8211783,-73.956073,Manhattan,217.47,< $500K
Co-Op,975000,1,1,2184.207862,"New York, NY 10025",New York,New York County,New York,40.7933309,-73.9749909,Manhattan,446.39,$500K–$1M
House,1548000,9,4,2184.207862,"Corona, NY 11368",United States,New York,Queens County,40.7534193,-73.8628811,Queens,708.72,$1M–$2M
Co-Op,175000,1,1,627.0,"Jamaica, NY 11432",New York,Queens County,Queens,40.7101573,-73.7988498,Queens,279.11,< $500K
Condo,3000000,1,2,1600.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.7015519,-73.995867,Brooklyn,1875.0,$2M–$5M
Condo,2400000,1,2,1427.0,"Manhattan, NY 10019",New York,New York County,New York,40.7613258,-73.9774014,Manhattan,1681.85,$2M–$5M
Townhouse,14995000,5,2,6000.0,"Manhattan, NY 10021",United States,New York,New York County,40.7719074,-73.9601359,Manhattan,2499.17,$10M–$50M
House,988000,4,4,2184.207862,"Bayside, NY 11360",United States,New York,Queens County,40.7736469,-73.777944,Queens,452.34,$500K–$1M
Co-Op,299999,1,1,850.0,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7249599,-73.84549,Queens,352.94,< $500K
Co-Op,120000,2,1,1100.0,"Bronx, NY 10456",New York,Bronx County,The Bronx,40.8310613,-73.8998364,Bronx,109.09,< $500K
Condo,1995000,3,2,1376.0,"Manhattan, NY 10001",New York,New York County,New York,40.7451522,-73.9927778,Manhattan,1449.85,$1M–$2M
Townhouse,1300000,3,2,2184.207862,"Manhattan, NY 10031",United States,New York,New York County,40.8274367,-73.9438954,Manhattan,595.18,$1M–$2M
Condo,1400000,3,2,1625.0,"Queens, NY 11694",United States,New York,Queens County,40.5783596,-73.8365039,Queens,861.54,$1M–$2M
Condo,1080000,1,2,941.0,"Brooklyn, NY 11221",New York,Kings County,Brooklyn,40.685976,-73.9349974,Brooklyn,1147.72,$1M–$2M
House,1175000,3,2,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,40.5791234,-73.9613152,Brooklyn,537.95,$1M–$2M
Co-Op,670000,1,1,2184.207862,"New York, NY 10022",New York,New York County,New York,40.7593483,-73.9617192,Manhattan,306.75,$500K–$1M
Land,75000,3,2,2184.207862,"Saint Albans, NY 11412",11412,United States,New York,40.6942163,-73.7530902,Manhattan,34.34,< $500K
House,1499000,5,4,3200.0,"Arverne, NY 11692",United States,New York,Queens County,40.5883964,-73.7934995,Queens,468.44,$1M–$2M
House,1200000,4,2,2173.0,"Staten Island, NY 10314",United States,New York,Richmond County,40.5995725,-74.1264046,Staten Island,552.23,$1M–$2M
Multi-Family,3299000,5,3,2184.207862,"Brooklyn, NY 11205",United States,New York,Kings County,40.6923306,-73.9709219,Brooklyn,1510.39,$2M–$5M
Multi-Family,2500000,7,4,2660.0,"New York, NY 10029",United States,New York,New York County,40.7956068,-73.9338581,Manhattan,939.85,$2M–$5M
House,799000,3,2,2184.207862,"Brooklyn, NY 11210",United States,New York,Kings County,40.6284586,-73.9450168,Brooklyn,365.81,$500K–$1M
House,715000,4,2,1866.0,"Bronx, NY 10473",United States,New York,Bronx County,40.8151628,-73.8462531,Bronx,383.17,$500K–$1M
Condo,925000,2,2,1033.0,"New York, NY 10029",New York,New York County,New York,40.7958546,-73.9464985,Manhattan,895.45,$500K–$1M
Multi-Family,750000,5,3,3327.0,"Bronx, NY 10466",United States,New York,Bronx County,40.8959505,-73.859572,Bronx,225.43,$500K–$1M
Condo,2795000,2,2,1372.0,"New York, NY 10023",New York County,New York,Manhattan,40.7716812,-73.9815796,Manhattan,2037.17,$2M–$5M
Multi-Family,1560000,5,2,2184.207862,"Brooklyn, NY 11204",United States,New York,Kings County,40.6165009,-73.9885469,Brooklyn,714.22,$1M–$2M
Co-Op,4650000,3,3,2184.207862,"Manhattan, NY 10021",United States,New York,New York County,40.7680852,-73.9572619,Manhattan,2128.92,$2M–$5M
Multi-Family,1100000,8,3,3312.0,"Bronx, NY 10462",United States,New York,Bronx County,40.8315252,-73.8525427,Bronx,332.13,$1M–$2M
Co-Op,1199000,2,2,1000.0,"New York, NY 10075",New York,New York County,New York,40.775154,-73.962097,Manhattan,1199.0,$1M–$2M
Condo,2850000,3,2,1912.0,"Brooklyn, NY 11249",New York,Kings County,Brooklyn,40.7102929,-73.9660133,Brooklyn,1490.59,$2M–$5M
Multi-Family,680000,3,2,2375.0,"Bronx, NY 10466",United States,New York,Bronx County,40.8902197,-73.8385449,Bronx,286.32,$500K–$1M
Co-Op,530000,1,1,2184.207862,"New York, NY 10016",New York,New York County,New York,40.7478025,-73.9811899,Manhattan,242.65,$500K–$1M
Co-Op,475000,2,1,2184.207862,"Astoria, NY 11106",New York,Queens County,Queens,40.7640468,-73.934811,Queens,217.47,< $500K
Multi-Family,2700000,16,8,8000.0,"Brooklyn, NY 11222",United States,New York,Kings County,40.7244706,-73.9473969,Brooklyn,337.5,$2M–$5M
Multi-Family,900000,8,5,2028.0,"Bronx, NY 10452",United States,New York,Bronx County,40.8322942,-73.9291697,Bronx,443.79,$500K–$1M
